Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Alexander Sørloth,no NOR,FW,Atlético Madrid,30-075,1995,23,13,1221,13.6,7,0,7,7,0,0,3,1,0.52,0.00,0.52,0.52,0.52,Matches
César Tárrega,es ESP,DF,Valencia,23-357,2002,21,19,1684,18.7,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
Aurélien Tchouaméni,fr FRA,MF,Real Madrid,26-022,2000,21,20,1733,19.3,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
Nahuel Tenaglia,ar ARG,DF,Alavés,29-362,1996,22,22,1980,22.0,1,0,1,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,Matches
Arnau Tenas,es ESP,GK,Villarreal,24-264,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Marc-André ter Stegen,de GER,GK,Girona,33-294,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Ramón Terrats,es ESP,MF,Espanyol,25-123,2000,16,5,464,5.2,1,1,2,1,0,0,0,0,0.19,0.19,0.39,0.19,0.39,Matches
Jeremy Toljan,de GER,DF,Levante,31-194,1994,22,22,1885,20.9,1,3,4,1,0,0,5,0,0.05,0.14,0.19,0.05,0.19,Matches
Pablo Torre,es ESP,MF,Mallorca,22-321,2003,22,8,773,8.6,1,2,3,1,0,0,2,0,0.12,0.23,0.35,0.12,0.35,Matches
Jofre Torrents,es ESP,DF,Barcelona,19-021,2007,3,0,50,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Ferrán Torres,es ESP,FW,Barcelona,25-354,2000,22,17,1362,15.1,12,1,13,12,0,0,2,0,0.79,0.07,0.86,0.79,0.86,Matches
Lucas Torró,es ESP,MF,Osasuna,31-214,1994,22,21,1568,17.4,0,1,1,0,0,0,6,0,0.00,0.06,0.06,0.00,0.06,Matches
Óscar Trejo,ar ARG,"FW,MF",Rayo Vallecano,37-298,1988,5,0,57,0.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Viktor Tsyhankov,ua UKR,"MF,FW",Girona,28-095,1997,18,17,1393,15.5,4,2,6,4,0,0,1,0,0.26,0.13,0.39,0.26,0.39,Matches
Kareem Tunde,es ESP,MF,Levante,20-183,2005,7,6,504,5.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Beñat Turrientes,es ESP,MF,Real Sociedad,24-018,2002,15,7,639,7.1,0,1,1,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14,Matches
Christantus Uche,ng NGA,FW,Getafe,22-275,2003,3,3,270,3.0,1,1,2,1,0,0,1,0,0.33,0.33,0.67,0.33,0.67,Matches
Filip Ugrinic,ch SUI,MF,Valencia,27-044,1999,14,8,757,8.4,0,3,3,0,0,0,3,0,0.00,0.36,0.36,0.00,0.36,Matches
Victor Valdepeñas,es ESP,DF,Real Madrid,19-121,2006,1,1,77,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Óscar Valentín,es ESP,MF,Rayo Vallecano,31-182,1994,20,15,1304,14.5,1,0,1,1,0,0,2,1,0.07,0.00,0.07,0.07,0.07,Matches
Germán Valera,es ESP,"MF,DF",Elche,23-339,2002,23,21,1794,19.9,4,3,7,4,0,0,2,0,0.20,0.15,0.35,0.20,0.35,Matches
Martin Valjent,sk SVK,DF,Mallorca,30-069,1995,24,24,2160,24.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Álvaro Vallés,es ESP,GK,Real Betis,28-208,1997,16,16,1440,16.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Federico Valverde,uy URU,"MF,DF",Real Madrid,27-211,1998,23,21,1903,21.1,1,6,7,1,0,0,2,0,0.05,0.28,0.33,0.05,0.33,Matches
Vladyslav Vanat,ua UKR,FW,Girona,24-045,2002,21,21,1559,17.3,7,1,8,4,3,3,4,0,0.40,0.06,0.46,0.23,0.29,Matches
Obed Vargas,mx MEX,MF,Atlético Madrid,20-197,2005,2,0,56,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Ruben Vargas,ch SUI,MF,Sevilla,27-197,1998,13,11,871,9.7,3,4,7,2,1,1,1,0,0.31,0.41,0.72,0.21,0.62,Matches
José Luis García Vayá,es ESP,MF,Valencia,27-191,1998,22,20,1701,18.9,2,0,2,1,1,3,3,0,0.11,0.00,0.11,0.05,0.05,Matches
Jesus Vazquez,es ESP,"DF,MF",Valencia,23-047,2003,14,5,649,7.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Luis Vázquez,ar ARG,FW,Getafe,25-025,2001,4,4,320,3.6,2,0,2,2,0,0,0,0,0.56,0.00,0.56,0.56,0.56,Matches
Matías Vecino,uy URU,"FW,MF",Celta Vigo,34-178,1991,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Renato Veiga,pt POR,DF,Villarreal,22-204,2003,20,17,1553,17.3,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
Unai Vencedor Paris,es ESP,MF,Levante,25-095,2000,14,11,773,8.6,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
Jozhua Vertrouwd,nl NED,DF,Rayo Vallecano,21-181,2004,7,1,276,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Mikel Vesga,es ESP,MF,Athletic Club,32-273,1993,14,1,291,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Carlos Vicente,es ESP,MF,Alavés,26-301,1999,21,11,1258,14.0,5,0,5,2,3,3,1,0,0.36,0.00,0.36,0.14,0.14,Matches
Nacho Vidal,es ESP,DF,Oviedo,31-025,1995,15,14,1153,12.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Gonzalo Villar,es ESP,MF,Elche,27-332,1998,1,0,12,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Federico Viñas,uy URU,"FW,MF",Oviedo,27-233,1998,19,14,1272,14.1,3,1,4,2,1,1,4,3,0.21,0.07,0.28,0.14,0.21,Matches
Jan Virgili,es ESP,MF,Mallorca,19-207,2006,19,15,1276,14.2,0,4,4,0,0,0,0,0,0.00,0.28,0.28,0.00,0.28,Matches
Daniel Vivian,es ESP,DF,Athletic Club,26-218,1999,19,18,1648,18.3,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches
Odysseas Vlachodimos,gr GRE,GK,Sevilla,31-298,1994,20,20,1800,20.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Wesley,br BRA,MF,Real Sociedad,20-350,2005,2,1,59,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Iñaki Williams,gh GHA,"MF,FW",Athletic Club,31-248,1994,16,12,1085,12.1,1,2,3,0,1,1,1,0,0.08,0.17,0.25,0.00,0.17,Matches
Nico Williams,es ESP,MF,Athletic Club,23-221,2002,19,15,1308,14.5,4,2,6,3,1,2,1,0,0.28,0.14,0.41,0.21,0.34,Matches
Axel Witsel,be BEL,MF,Girona,37-037,1989,18,16,1386,15.4,1,0,1,1,0,0,2,1,0.06,0.00,0.06,0.06,0.06,Matches
Lamine Yamal,es ESP,"MF,FW",Barcelona,18-220,2007,20,19,1684,18.7,10,8,18,8,2,3,0,0,0.53,0.43,0.96,0.43,0.86,Matches
Arsen Zakharyan,ru RUS,MF,Real Sociedad,22-268,2003,12,1,291,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Bryan Zaragoza,es ESP,"FW,MF",Celta Vigo,24-162,2001,19,13,1131,12.6,1,1,2,0,1,1,1,0,0.08,0.08,0.16,0.00,0.08,Matches
Igor Zubeldia,es ESP,DF,Real Sociedad,28-325,1997,19,18,1665,18.5,0,1,1,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,Matches
